company,employment_type,schedule_type,min_salary,max_salary,currency,city,min_experience,max_experience,clean_key_skills,clean_title
благо кредит,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' математическая статистика', ' математическое моделирование', ' power bi', ' data analysis', ' математический анализ', ' навыки работы с большим объемом информация', ' 1c: финансы', ' профессиональный пользователь пк', ' аналитические навыка', ' коммуникабельность', ' ответственность', ' работа в условиях многозадачность', ' ответственность и пунктуальность', ' высокая ответственность']",аналитик данных / data engineer
outlines technologies,full time,not specified,200000.0,270000.0,rub,not specified,6,100.0,"['hadoop', ' data analysis', ' анализ данных', ' sql', ' python', ' r', ' oracle', ' google analytics', ' appsflyer', ' amplitude', ' etl']",аналитик data engeneer удаленно
manpower,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['ms excel', ' sql', ' fine bi', ' power bi', ' английский язык', ' английский — b2 — средне-продвинуть']",data analyst
coscom тм ucell,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['бизнес-анализ', ' ms powerpoint', ' sql', ' аналитическое мышление', ' английский язык']",data analyst
kalinka - realty,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['ad hoc analysis', ' python', ' olap online analytical processing', ' база данных: olap', ' аналитическое мышление', ' анализ дать', ' jupiter', ' pandas', ' powerbi', ' английский — b1 — средний']",аналитик данных / data scientist
valiotti analytics,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['sql', ' python', ' английский язык', ' английский — b1 — средний']",junior data analyst
hs ad,full time,not specified,150000.0,249000.0,rub,москва,6,100.0,"['data science', ' sql', ' ms powerpoint', ' big data', ' анализ данных', ' marketing strategy development', ' analytical skills', ' mysql', ' статистический анализ', ' английский — c1 — продвинутый']",digital data analyst
tabby,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['sql', ' business analysis', ' data analysis', ' английский — b2 — средне-продвинутый']",data analyst customer experience analytics team
сбер. it,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['sql', ' python', ' etl', ' spark']",data scientist
expero,full time,not specified,175000.0,300000.0,rub,новосибирск,3,6.0,"['python', ' ms sql', ' анализ дать', ' a/b тест', ' анализ бизнес показатель', ' power bi']",web/data-аналитик
сбер. it,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' computer vision', ' tensorflow', ' nlp', ' pytorch', ' data analysis', ' linux', ' data science', ' алгоритмы', ' ml']",data analyst
datanomica,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' математическая статистика', ' machine learning', ' big data', ' pyspark', ' spark']",data scientist / дата-сайентист
лига цифровой экономики,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['sql', ' аналитическое мышление', ' аналитика', ' витрины дать']",data analyst middle
элрос,full time,not specified,150000.0,150000.0,rub,владимир,1,3.0,"['python', ' математическая статистика', ' sql', ' spark', ' hadoop', ' анализ дать', ' теория вероятность', ' базы дать', ' data analysis', ' математический анализ', ' машинное обучение', ' математическое моделирование', ' работа с большим объемом информация', ' machine learning', ' data science']",data-аналитик
insane group co,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['ms powerpoint', ' sql', ' python', ' tableau', ' power bi', ' работа с базами дать', ' статистика', ' бизнес-анализ', ' data analysis', ' bi', ' анализ дать', ' статистический анализ', ' визуализация дать', ' business intelligence systems', ' аналитическое мышление', ' бизнес-аналитика', ' базы дать', ' русский — c1 — продвинуть', ' английский — c1 — продвинуть']",business data analyst
allur auto,full time,not specified,600000.0,800000.0,kzt,астана,1,3.0,"['big data', ' java', ' data analysis', ' sql', ' jira', ' английский — b1 — средний']",data engineer
аналитические программные решения,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' математическая статистика', ' data mining', ' c++', ' data science']",аналитик данных ml - data science
xsolla,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,['английский — b2 — средне-продвинуть'],data analyst
insitech development,project work / one-time task, full day,175000.0,240000.0,rub,not specified,3,6.0,"['data mining', ' python', ' sql', ' pyspark', ' ml', ' big data', ' математическая статистика', ' pandas', ' анализ данных', ' статистический анализ', ' data science', ' spark', ' tableau']",data analyst
сравни,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' sql']",middle data analyst
авито: аналитика,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['scrum', ' sql', ' аналитическое мышление', ' аналитические исследования', ' аналитика продаж', ' business intelligence systems']",data аналитик/аналитик bi
колл солюшенс,full time,not specified,150000.0,150000.0,rub,санкт-петербург,1,3.0,"['data analysis', ' визуализация дать', ' анализ текущих финансовых показатель', ' sql', ' tableau', ' анализ бизнес показатель', ' аналитика продажа', ' английский — b2 — средне-продвинуть']",data analyst / аналитик дать
ренью,full time, remote work,250000.0,200000.0,rub,екатеринбург,3,6.0,"['machine learning', ' python', ' data analysis', ' nlp']",data scientist
раэкс-аналитика,full time, flexible schedule,60000.0,80000.0,rub,москва,1,3.0,"['internet', ' пользователь пк', ' excel', ' поисковые система', ' английский язык intermediate', ' систематизация информация', ' работа с большим объемом информация', ' английский — b1 — средний']",esg – аналитик / data-miner
